texto,sentimiento
"Maíllo tiene estos días, además, una dificultad a la que no se enfrentan el resto de candidatos: las negociaciones con Podemos, que ayer abrió una consulta a sus registrados sobre si podían cerrar un acuerdo unitario en la izquierda a la izquierda del PSOE.",neutral
"Tras admitirlo, BFF se ha desplomado hasta un 61%, su mayor caída registradaBatacazo en bolsa de BFF Bank.",negativo
"Las acciones del banco italiano se desploman hasta un 61%, su mayor caída registrada, después de que la entidad financiera haya admitido que una revisión ha identificado más problemas en su gestión de préstamos.",negativo
"De acuerdo con Bloomberg, hace unos meses, el regulador italiano le ordenó suspender el pago de dividendos, pero levantó esta restricción en noviembre, lo que generó esperanzas entre los inversores de que lo peor de la crisis había pasado.",neutral
"”Oil Prices RiseMeanwhile, the average gasoline price in the United States surpassed $4 per gallon (3.78 liters) on Tuesday for the first time since August 2022, driven by global supply concerns linked to the conflict.",negativo
"Este tipo de fondos se enmarca en los Fondos de Inversión Libre, que no tienen limitaciones para fijar la estrategia de inversión y el tipo de activos, y son parecidos a los fondos estadounidenses que han restringido las retiradas de capital en las últimas semanas por la falta de liquidez causada por un excesivo apalancamiento.",negativo
"La Comisión Nacional del Mercado de Valores (CNMV) aplaca los ánimos de una crisis de deuda privada en nuestro país ante los tambores que suenan cada vez, con más fuerza, en Estados Unidos tras limitar las grandes gestoras los reembolsos en este tipo de vehículo, lo que ha puesto en alerta al Banco Central Europeo.",negativo
"Ante la volatilidad del mercado derivada del conflicto en Oriente Medio y del cierre del estrecho de Ormuz, la Comisión Europea «está instando a los Estados miembros a preparar de forma oportuna y coordinada medidas para asegurar el suministro de petróleo y de productos petrolíferos refinados en la UE», añadió el Ejecutivo comunitario.",negativo
"Sin embargo, ante las expectativas de que la guerra de Estados Unidos e Israel contra Irán no acabe pronto, Jørgensen llamó a las capitales a «considerar la promoción de medidas de ahorro de demanda, con especial atención al sector del transporte».",negativo
"«En ese mismo espíritu, los Estados miembros deberían abstenerse de adoptar medidas que puedan aumentar el consumo de combustible, limitar la libre circulación de productos petrolíferos o desincentivar la producción de las refinerías de la UE», agrega la Comisión, que también aconseja aplazar «cualquier mantenimiento no urgente de las refinerías» y «aumentar el uso de biocarburantes».",neutral
AlmacenamientoEl almacenamiento de los países comunitarios han caído ligeramente desde entonces y sólo se sitúa un poco por encima del 28 % de su capacidad total.,negativo
"El cargamento ruso podría transformarse en 250.000 barriles de diésel, cantidad suficiente para cubrir la demanda del país durante poco más de 12 días.",neutral
"Trump firmó una orden ejecutiva el pasado 29 de enero en la que amenazaba con aranceles a quien suministrara petróleo a Cuba, a la que el Kremlin prometió ayuda humanitaria para superar la crisis.",negativo
Apagones diariosLa imposibilidad de las autoridades cubanas de cubrir la demanda de energía se ha traducido en prolongados apagones diarios y en la paralización casi total de la economía.,negativo
"La iniciativa, impulsada por el presidente Gustavo Petro, introduce cambios en la forma de producción del documento, aunque sin modificar el proceso que deben seguir los ciudadanos para tramitarlo.",neutral
"En su lugar, se implementará una alianza público-privada en la que intervienen el Ministerio de Relaciones Exteriores, la Casa de la Moneda de Portugal y la Imprenta Nacional de Colombia.",neutral
"De acuerdo con el convenio, la producción de los pasaportes se realizará inicialmente en Europa, mientras que en Colombia se llevará a cabo la personalización, custodia y distribución.",neutral
"El acuerdo contempla una transferencia progresiva de conocimiento y tecnología que permitirá que la Imprenta Nacional asuma de forma autónoma la totalidad del proceso en un plazo de diez años, es decir, hacia 2036.",neutral
"Pese a los cambios en el esquema de producción, las autoridades han señalado que no habrá modificaciones en la experiencia del usuario.",neutral
"Solo deberán realizar el trámite quienes soliciten el pasaporte por primera vez, tengan el documento vencido o requieran reposición por pérdida, deterioro o falta de páginas disponibles.",neutral
"Desde su nuevo rol, liderará la expansión internacional del negocio de multifamily office desde Chile.",positivo
"De acuerdo con su sitio web, el área entrega “soluciones patrimoniales integrales, consolidación multi-custodio local e internacional, asset allocation con implementación y acceso a productos y tarifas institucionales”.",neutral
"De Chile al cono surConsultados por DF respecto al nuevo rol de Silva y la estrategia detrás del ascenso, BTG afirmó que la compañía “BTG ya tiene un negocio profundo y establecido en el servicio de MFO y Administración de mandatos en la región, el cual ha profundizado en los últimos años con la adquisición de Greytown Advisors en Miami, y Julius Baer en Brasil”.",positivo
"La firma señaló que, de esta manera, “es natural que desde Chile, por distintas razones entre ellas la cercanía, idioma y negocios comunes, se puede apoyar y expandir el crecimiento del negocio en el cono sur, partiendo con un trabajo coordinado con Perú, por ejemplo, donde ya tenemos una base de operaciones probada y de larga trayectoria, más la opcionalidad de otros países donde hoy no tenemos operaciones”.",positivo
"De acuerdo con la Bolsa de Valores de Colombia,la divisa estadounidense cerró con un precio promedio de $3,670.23 ,al subir dos pesosfrente a la Tasa Representativa del Mercado (TRM) del día que fue de $3,668.89 .",neutral
"""El evento principal dela semana será la decisión de tasa de interés del Banco de la República elmartes, dato de alta relevancia en un contexto donde el banco central subiótasas en 100 puntos base en enero hasta 10,25 % y los analistas anticipan unposible nuevo ajuste ante la persistencia de presiones inflacionarias"", explicó Rodrigo Lama, Chief Business Officer de la fintech latinoamericana Global66.",neutral
"En su dictamen, el magistrado Randolph Moss indicó que la acción de Trump contra las emisoras viola el derecho a la libertad de prensa garantizado en la Primera Enmienda de la Constitución y equivale a una «discriminación por punto de vista» por parte del mandatario, que ha acusado a estos medios de tener un «sesgo izquierdista».",neutral
"En el caso de PBS y sus estaciones asociadas, aproximadamente el 15 % de sus ingresos provienen de la CPB.",neutral
"Además, dos relatoras de la ONU para los derechos humanos han instado también al Gobierno venezolano a garantizar que los nuevos fiscal general y defensor del pueblo lleguen a esas responsabilidades de acuerdo con los méritos y a la integridad que hayan demostrado.",neutral
"Tras las jornadas de la semana pasada, en las que los temas fueron la lucha contra la inseguridad y la corrupción, esta semana, los candidatos conversan sobre empleo, desarrollo y emprendimiento y educación, innovación y tecnología.",neutral
"Durante la jornada predominó un comportamiento alcista, con una subida marcada en la última hora de negociación, tras conocerse sobre el retiro del ministro de Hacienda, Germán Ávila, de la reunión de política monetaria del Banco de la República”, señala el reporte, que identifica este evento como un detonante inmediato del movimiento.",positivo
Este escenario ha incrementado la volatilidad en los mercados y presiona las monedas emergentes.,negativo
"En condiciones normales, este movimiento favorecería la apreciación del peso colombiano, al mejorar los términos de intercambio y fortalecer los ingresos externos del país.",positivo
"Desde el frente local, también influyó la decisión de la Junta Directiva del Banco de la República de incrementar la tasa de interés en 100 puntos básicos, hasta 11,25%, una medida que superó las expectativas del mercado.",neutral
"Este ajuste, sumado al episodio institucional, reforzó la volatilidad y contribuyó a consolidar el sesgo alcista observado durante la jornada.",negativo
"Estos elementos configuran un escenario en el que la volatilidad no sería un fenómeno transitorio, sino una característica persistente en el corto plazo.",negativo
"Reino Unido y Francia, principales emisoresReino Unido fue de nuevo el principal país de procedencia de estos visitantes en febrero, con más de un millón de llegadas y un incremento del 1,8 %, seguido de Francia, con 687.434 visitantes, aunque esta cifra supuso una caída interanual de casi el 5 %.",neutral
"En términos relativos, el mayor crecimiento interanual lo registró la Comunidad Valenciana, con un 10,4 % más de turistas internacionales, hasta alcanzar los 740.365.",positivo
"También llevó a que la firma aceptara, el 20 de marzo de 2025, la renuncia de James Loveday como business head de gestión de activos y country head de Chile.",neutral
"Hoy, acompañados por Credicorp, contamos con una estrategia clara, un rumbo definido de crecimiento y la oportunidad de escribir un nuevo capítulo para nuestra operación en Chile"", sostuvo en dicho e-mail, al que tuvo acceso DF.",positivo
"«Nos llena de orgullo que Argentina haya sido el único país de América Latina invitado por la NASA a integrar una carga secundaria en esta misión, y uno de los cuatro países seleccionados a nivel global junto con Alemania, Arabia Saudita y Corea del Sur» expresó Darío Genua, secretario de Innovación, Ciencia y Tecnología de Argentina.",positivo
"Según informó la Secretaría de Innovación, Ciencia y Tecnología de Argentina, la operación implicará poner a prueba capacidades de seguimiento, recepción, procesamiento de datos y gestión remota, en un escenario de «alta complejidad técnica».",neutral
"Podemos dio este lunes lo que parece un paso adelante, ya que su secretario de Organización, Pablo Fernández, aseguró que su formación asume, como marco para un acuerdo con Izquierda Unida para los comicios andaluces, a la agrupación Por Andalucía, que encabeza Antonio Maíllo, coordinador federal de IU.",neutral
"La situación recuerda mucho a la de 2022 cuando, antes de las elecciones andaluzas que llevaron a Juanma Moreno a la mayoría absoluta, IU y Podemos apuraron hasta el límite la firma de un acuerdo para ir juntos en la coalición Por Andalucía, que obtuvo cinco diputados.",neutral
"De haber acuerdo, añaden, deberá someterse al voto de la militancia.",neutral
"Con estas cartas sobre la mesa, Podemos y Por Andalucía tienen cuatro días para llegar a un acuerdo sobre una posible confluencia, registrarla a tiempo y evitar la experiencia de 2022.",neutral
"La crisis de los precios de la energía sacude a un mundo ya sumido en la deudaEl mundo entró en la guerra de Irán con 100 billones de dólares en deuda pública, limitando así la capacidad de los gobiernos para amortiguar el aumento de los precios del combustibleLos costes de proteger a la economía mundial de la crisis energética más grave en décadas se están acumulando, precisamente cuando los gobiernos menos se lo pueden permitir.",negativo
"Estas medidas frenan la inflación, pero suponen una carga para unos presupuestos públicos ya de por sí muy ajustados.",negativo
"El mundo entró en la guerra lastrado por más de 100 billones de dólares en deuda pública, lo que limita la capacidad de los gobiernos para gastar de forma agresiva como lo hicieron durante la pandemia y la crisis energética de 2022.",negativo
"Los tipos de interés son hoy mucho más altos, y las expectativas de que los bancos centrales mantengan los tipos elevados para combatir la inflación están haciendo que el endeudamiento sea mucho más caro que antes de que comenzara la contienda.",negativo
"""Esta idea de que, cada vez que haya una crisis, emitiremos más deuda sin preocuparnos ha marcado la política de los últimos 25 años"", afirma Kenneth Rogoff, profesor de la Universidad de Harvard.",neutral
"En Francia, un conflicto prolongado podría elevar su ratio deuda/PIB cerca del 130 % para 2028, según estimaciones de Goldman Sachs, mientras que el de Alemania podría acercarse al 80 %.",negativo
"Los rendimientos de los bonos estadounidenses han subido bruscamente, ya que los inversores se inquietan ante la posibilidad de un aumento tanto de la inflación como del gasto.",negativo
"La última incursión de Europa en las intervenciones sobre los precios de la energía, durante la crisis de 2022 desencadenada por la invasión rusa de Ucrania, le costó al continente aproximadamente medio billón de dólares y agravó los problemas de deuda pospandémicos.",negativo
"Christine Lagarde, del Banco Central Europeo, ha instado a los gobiernos a evitar políticas generales que puedan poner en aprietos las finanzas y avivar la demanda.",neutral
"Prevenir la inflación y las pérdidas de producción [económica] debería ser la prioridad absoluta"".",neutral
"El Gobierno está preparando un presupuesto extraordinario para compensar a las refinerías y financiar otras medidas de apoyo, pero se espera que lo financie con los ingresos fiscales extraordinarios generados por la IA, en lugar de contraer nueva deuda.",neutral
Los controles de precios han sido durante mucho tiempo objeto de controversia porque alteran un principio básico de la economía de libre mercado: la ley de la oferta y la demanda.,neutral
Algunos países que han contenido los precios del combustible este mes ya están teniendo dificultades para satisfacer la demanda.,negativo
"Tailandia ha eliminado esta semana el límite máximo de los precios del gasóleo, que, según un ministro del Gobierno, le estaba costando al fondo estatal del petróleo 30 millones de dólares al día.",negativo
"""Los límites de deuda, el punto de inflexión, son probablemente más bajos para los países en desarrollo"".",neutral
"Recordó que algunos competidores en el sector de bajo coste, como Wizz y Easyjet, ya han cancelado vuelos y prevén reducir su capacidad en aproximadamente un 5 % durante mayo y junio.",negativo
"Kinross inicia trámite ambiental del proyecto de oro Lobo Marte por US$ 1.500 millonesLa iniciativa en la Región de Atacama contempla la producción de metal doré (oro doré) con una capacidad de procesamiento de 35.000 toneladas diarias, con una ley de oro promedio de 1,29 gramos/tonelada y con vida útil de 22 años.",positivo
El hombre percibió en 2014 una indemnización por daños y perjuicios como consecuencia del incumplimiento de Bankia de reingresar en su puesto al trabajador excedente desde la presentación de demanda extrajudicial de conciliación y hasta el día en que tuviera lugar el reingreso efectivo.,neutral
"Todo esto expandió el optimismo del martes, día en que la bolsa de EEUU tuvo su mejor sesión desde mayo por reportes señalando que Trump estaría dispuesto a no condicionar un acuerdo de paz a la reapertura del estrecho de Ormuz, y lo que se sumaron declaraciones del mandatario persa, Masoud Pezeshkian, también mostrando apertura a terminar la guerra, pero bajo garantías.",positivo
"""Este es un ingrediente que debería ser un factor más bien al alza para el tipo de cambio.",neutral
"Si se le suma el recorte fiscal que pretende hacer el Gobierno y la cola recesiva que podría venir del shock energético, no hay muy buenas perspectivas para el crecimiento hacia adelante"", lamentó Alarcón.",negativo
"El índice ISM manufacturero del mes pasado estuvo en línea con los pronósticos, pero superó las estimaciones en el componente de inflación.",neutral
"De acuerdo con el comunicado, investigadores internacionales han identificado hasta ahora más de 110 especies de peces e invertebrados «nuevas para la ciencia», una cifra que podría superar las 200 conforme se analicen organismos más difíciles de detectar.",neutral
"El secuestro fue adelantado por el Ministerio del Interior de Irak y al igual que las autoridades estadounidenses no mencionan la identidad de la periodista pero de acuerdo con el medio Al Monitor se trataría de la colaboradora Shelly Kittleson, que ha contribuido en muchas ocasiones con ese portal.",neutral
"La demanda, que se presentó en un tribunal federal en Washington, está dirigida contra el director del FBI, Kash Patel, y la fiscal general, Pam Bondi, junto con el FBI y el propio Departamento de Justicia.",neutral
"Explicó que los agentes de IA automatizan los procesos de compliance (cumplimiento normativo) en instituciones financieras, particularmente en Know Your Business (KYB) -verificación de empresas y sus beneficiarios- y AML (prevención de lavado de dinero).",neutral
"El agente realiza el trabajo operativo con trazabilidad completa, mientras el analista valida y toma la decisión final.",neutral
en una publicación en Truth Social expresó su optimismo respecto a la posibilidad de llegar a un acuerdo con los nuevos dirigentes iraníes.,neutral
"""Tengo muchas posibilidades de que lleguemos a un acuerdo porque ya no quieren que les bombardeen"", recalcó.",neutral
"Este sistema, implementado en 2020 tras un acuerdo con SELAE, permite realizar el cobro en cuestión de 15 minutos.",neutral
"Si el billete resulta premiado, quien lo retenga sin ser su propietario podría enfrentarse a sanciones legales y estar obligado a devolver el dinero obtenido en caso de cobro.",neutral
La pérdida del décimo o errores en la documentación pueden complicar el trámite.,neutral
"Las autoridades aconsejan no esperar al último momento para evitar posibles inconvenientes, como la pérdida del boleto o errores en la documentación.",neutral
"Este sistema, implementado en 2020 tras un acuerdo con SELAE, permite realizar el cobro en solo unos pasos y en cuestión de 15 minutos.",neutral
"Este método, disponible desde 2020 gracias a un acuerdo con SELAE, permite recibir el dinero en apenas 15 minutos.",neutral
"Si el billete resulta premiado, quien lo retenga sin ser su propietario podría enfrentarse a sanciones legales y estar obligado a devolver el dinero obtenido.",neutral
Esto significa que un acuerdo para compartir lotería no requiere de una escritura pública; el compromiso es vinculante desde que hay consentimiento y un objeto común.,neutral
"08:53Sorteo Lotería Navidad 2025, en directo | Más ventas que nunca este añoDe manera provisional y a falta de conocer los datos incluyendo las ventas que se hayan podido producir en las últimas horas, el Consejo Empresarial del Juego (CeJuego) ha calculado que aproximadamente 27 millones de personas han comprado este año un décimo, con un máximo histórico de ventas de 3.505 millones de euros.",positivo
"08:47Sorteo Lotería Navidad 2025 | Qué hacer en caso de pérdida o roboEn caso de pérdida o robo del boleto, la Policía insiste en que no hay que entrar en pánico.",neutral
"Pese a que el beneficio que ofrecen es 20 veces menor que el primer premio o seis veces menos que el segundo, muchos firmarían recibir uno.",neutral
"En caso de pérdida o robo del boleto, la Policía insiste en que no hay que entrar en pánico.",neutral
"06:28Lotería Navidad 2025 | Más ventas que nuncaDe manera provisional y a falta de conocer los datos incluyendo las ventas que se hayan podido producir en las últimas horas, el Consejo Empresarial del Juego (CeJuego) ha calculado que aproximadamente 27 millones de personas han comprado este año un décimo, con un máximo histórico de ventas de 3.505 millones de euros.",positivo
"De acuerdo con la normativa de la Sociedad Estatal de Loterías y Apuestas del Estado (SELAE), que se puede consultar en línea, las administraciones de lotería deben ceñirse al precio marcado por la ley.",neutral
"00:51Comprobar Lotería Navidad | Actúa rápido si pierdes o te roban el décimoEn caso de pérdida o robo del boleto, la Policía insiste en que no hay que entrar en pánico.",neutral
"El inversor y divulgador financiero Richard Gracia ha abordado esta cuestión en un vídeo reciente, en el que ha puesto el foco en los premios pequeños y medianos —desde unos pocos miles hasta varias decenas o cientos de miles de euros— y ha propuesto una hoja de ruta prudente para convertir el golpe de suerte en una mejora real y duradera.",neutral
"Aunque sólo uno de los cónyuges haya pagado por el boleto, el premio, así como cualquier otra ganancia obtenida durante el matrimonio, es de los dos.",neutral
"19:10Lotería Navidad 2025 | Más ventas que nuncaDe manera provisional y a falta de conocer los datos incluyendo las ventas que se hayan podido producir en las últimas horas, el Consejo Empresarial del Juego (CeJuego) ha calculado que aproximadamente 27 millones de personas han comprado este año un décimo, con un máximo histórico de ventas de 3.505 millones de euros.",positivo
"16:27Lotería Navidad 2025 | Actúa rápido si pierdes o te roban el décimoEn caso de pérdida o robo del boleto, la Policía insiste en que no hay que entrar en pánico.",neutral
"15:49Lotería Navidad 2025 | Actúa rápido si pierdes o te roban el décimoEn caso de pérdida o robo del boleto, la Policía insiste en que no hay que entrar en pánico.",neutral
"Su base legal se encuentra en la Ley 13/2011, de Regulación del Juego.",neutral
Ganar un premio en la Lotería de Navidad no implica necesariamente la pérdida del derecho a la prestación por desempleo.,neutral
"En el caso de las prestaciones contributivas, que se calculan según las cotizaciones realizadas previamente, los ingresos obtenidos por la lotería no afectan directamente su cobro.",neutral
"Estos están condicionados a un límite de ingresos que no puede superar el 75 % del salario mínimo interprofesional, sin contar las pagas extraordinarias.",neutral
"Si el premio eleva los ingresos por encima de este límite, el beneficiario podría perder el derecho al subsidio.",negativo
"09:20Comprobar Lotería Navidad | Actúa rápido si pierdes o te roban el décimoEn caso de pérdida o robo del boleto, la Policía insiste en que no hay que entrar en pánico.",neutral
"Loterías forma parte de la Junta de Protectores del Teatro Real, que tiene como finalidad fomentar el apoyo y la participación de la sociedad civil en el crecimiento y desarrollo de las actividades del Teatro Real, además de contribuir al sostenimiento del patrimonio cultural y al impulso del talento y la excelencia artística.",neutral
"Las críticas de TrumpLa lista servirá para supervisar quiénes podrán recibir las papeletas enviadas por correo, de acuerdo con la Casa Blanca.",neutral
"En el Patio de los Naranjos de La Moneda, el ministro de Hacienda, Jorge Quiroz, lanzó una bomba ese viernes: que al 31 de diciembre de 2025, los activos en la caja fiscal ascendían a solo US$ 46 millones, en circunstancias de que al cierre de “administraciones normales” -dijo- dichos saldos oscilaron entre US$ 3.000 millones y US$ 4.000 millones.",negativo
"Reflejado en los denominados “Otros activos del Tesoro Público”, al saldo al segundo mes del año se engrosó a US$ 3.617 millones, más de US$ 2.000 millones de mejoría respecto al mes previo.",positivo
Los “Otros activos del Tesoro Público” son los saldos de caja más líquidos que dispone mensualmente el Fisco como resultado de sus operaciones.,neutral
"En términos desagregados, US$ 777,58 millones se encontraban invertidos en activos denominados en moneda extranjera y US$2.840,07 millones en activos denominados en moneda nacional.",neutral
Más deuda¿Implica esto que la caja del sector público es más holgada que lo esperado?,neutral
"El economista jefe para América Latina de Itaú, Andrés Pérez, explicó que parte importante del incremento en el saldo de caja se relaciona con masivas emisiones de deuda que se realizaron en febrero: fueron 29 de distintos instrumentos, mientras que en enero totalizaron 15.",neutral
"“Dicha alza (de los Otros activos del Tesoro Público), según nuestras estimaciones, obedece principalmente a los abultados montos de deuda en moneda local emitidos en dicho mes, en torno a US$ 3.000 millones, el cual incluye cerca de US$ 2.000 millones en letras nominales de corto plazo que vencen este mismo año”, añadió el economista.",neutral
"la Dipres explicó que el aumento del stock de activos está explicado por la emisión de deuda por US$ 3.571 millones de bonos en el mercado local, de los cuales US$ 2.412 millones vencen en 2026.",neutral
"“Cabe destacar que el saldo de activos al 11/03 fue de US$ 980,83 millones”, agregó.",neutral
"Para el año en su conjunto, Hacienda tiene autorización para emitir deuda tanto en Chile como el extranjero por hasta US$ 17.400 millones.",neutral
"El exministro de Hacienda, Mario Marcel, explica que la caja se incrementa por ingresos y por deuda y se usa en gastos y amortizaciones: ""Es así todos los meses y no hay más ciencia que ello.",neutral
"Si se hubiera emitido deuda en diciembre, habría aparecido una caja abultada.",neutral
“El saldo actualizado de los Otros activos del Tesoro Público refleja la volatilidad de una caja que sigue siendo baja para enfrentar el tensionado contexto actual.,negativo
"Es especialmente llamativo el bajo saldo de la caja en dólares, especialmente para enfrentar eventuales episodios de mayor depreciación del peso”, dijo el economista senior de Bci Estudios, Antonio Moncado.",negativo
"Resultado fiscalSegún la Dipres, los ingresos totales del Gobierno Central subieron 6,5% real anual en febrero, acumulando una baja de 0,5% real en el año.",positivo
"El gasto fiscal en febrero creció 5,1% real anual, acumulando en el año una caída de 1,9% real.",positivo
"En febrero, el déficit fiscal ascendió a 0,3% del PIB, acumulando en el año un saldo en rojo de 0,2% del Producto.",negativo
"En su recurso, pide al TC que acuerde la suspensión de la ejecución del mencionado auto antes de entrar al fondo del asunto, «para garantizar» que su pronunciamiento en sentencia, que tardará en dictarse, «no se convierta en ilusorio».",neutral
"A su vez, esta aplicación se hizo efectiva desde el pasado mes de febrero, en el que las entidades financieras informarán de forma mensual a la Agencia Tributaria de la facturación acumulada con el método descrito en este plazo de tiempo.",neutral
"En paralelo, el número de partícipes asciende a 40.950 inversores, tras incorporar 9.800 nuevos clientes en el mismo periodo, lo que representa un crecimiento del 30%.",positivo
"En línea con su filosofía, Cobas AM ha adoptado medidas para preservar la calidad de la gestión ante el crecimiento del patrimonio.",neutral
"Entre las principales novedades, la firma ha anunciado el lanzamiento de nuevos vehículos de previsión social, como Cobas Autónomos Renta PPES y Cobas Empleo Renta PPE, en línea con su propuesta en renta fija de Cobas Renta FI, que registra una TAE desde inicio del 3%.",neutral
"La estrategia combina un 70% en bonos soberanos alemanes (TIR aproximada del 2%), un 15% en deuda high yield (TIR cercana al 10,6%) y un 15% en renta variable como elemento de diversificación.",neutral
"Cobas AM ha reiterado los pilares que definen su proceso de inversión, basado en la selección de negocios sólidos, duraderos y líderes en sus segmentos, con alta rentabilidad sobre el capital (ROCE en torno al 30%), fuerte alineación con accionistas de control (68% en manos de familias/propietarios) y valoraciones atractivas (PER estimado 2027 de 8,1x).",neutral
"Cobas Asset Management, la gestora fundada por Francisco García Paramés, celebró este martes su X Conferencia Anual de Inversores, en la que la firma value destacó la buena marcha de los últimos años y su convicción en el potencial de sus inversiones en un entorno de mercado que sigue marcado por episodios de volatilidad.",positivo
"Con una buena parte de los beneficios vigentes y ya iniciado el cobro de la nueva cotización que deben pagar de forma gradual los empleadores, la atención del mundo previsional está puesta en las relevantes modificaciones que se realizarán a la industria de administración de fondos de pensiones.",neutral
"La cita está prevista para este miércoles a las 16.30 horas, en las dependencias del Ministerio del Trabajo y Previsión Social.",neutral
"Se espera que asistan representantes del Ministerio de Hacienda, Dirección de Presupuestos, Superintendencia de Pensiones, el Administrador del Fondo Autónomo de Protección Previsional (FAPP), el Instituto de Previsión Social (IPS) y la Tesorería General de la República, además de los equipos de la cartera, entre otros.",neutral
El encuentro es coordinado por la Subsecretaría de Previsión Social y es el primero que liderará la subsecretaria Elisa Cabezón.,neutral
"En la administración anterior estuvo bajo la coordinación del subsecretario de Previsión Social de la época, Claudio Reyes.",neutral
"De acuerdo con varias fuentes conocedoras de este espacio, las reuniones fueron casi semanales, hasta que se comenzó a pagar el beneficio por años cotizados, es decir, una vez inició 2026.",neutral
"Ambas características serán muy necesarias para que el objetivo que nos hemos propuesto se cumpla a cabalidad”, señaló Cabezón cuando la Subsecretaría de Previsión Social dio a conocer de la reunión que ambos tuvieron y en la que fijaron una hoja de ruta para la implementación de la ley.",neutral
"Respecto del aporte de los empleadores, la reforma establece que en agosto del presente año entrará en vigor el segundo de la nueva cotización, con un 0,1% a cuenta individual; 0,9% para cotización con rentabilidad protegida; y con 2,5% al seguro social previsional.",neutral
"En agosto de 2029, el porcentaje que se destinará a la cuenta individual deberá ser de 1,7%, mientras que la cotización con rentabilidad protegida llegará a 1,5%.",neutral
"La autorización otorgada por la CNMV permite ofrecer servicios de criptoactivos bajo el nuevo marco regulatorio común de la Unión Europea y habilita a la entidad para prestar servicios como custodia de criptoactivos, recepción, transmisión y ejecución de órdenes de compraventa, y transferencias de criptoactivos.",positivo
"Esta acreditación permite a la entidad avanzar en sus propuestas basadas en activos digitales, así como responder a la creciente demanda de sus clientes desde un entorno seguro, transparente y plenamente regulado.",positivo
"El Reglamento MiCA, en vigor en toda la Unión Europea, establece un marco homogéneo para la actividad en criptoactivos y eleva la protección al inversor, a pesar de lo cual la inversión en criptoactivos sigue siendo arriesgada debido, entre otras cuestiones, a la alta volatidad de los activos, la falta de sistemas de indemnización para los inversores o los riesgos asociados a la tecnología.",neutral
"De hecho, CaixaBank, a través de su banca digital e Imagin, ya permite desde el año pasado invertir en instrumentos financieros cotizados (ETP) diseñados para replicar el rendimiento del bitcoin.",positivo
"Además, colabora con el Banco Central Europeo (BCE) en el futuro lanzamiento del euro digital.",positivo
"En este proceso de digitalización, la entidad financiera, que cuenta con una filial tecnológica propia, CaixaBank Tech, y con equipos multidisciplinares que llevan la innovación a todos los ámbitos de la organización, impulsa proyectos basados en nuevas tecnologías como inteligencia artificial, cloud computing, desarrollo de aplicaciones o big data, entre otras.",neutral
"Las ayudas previstas por el Gobierno de Asturias, financiadas por el Fondo Europeo Marítimo, de Pesca y de Acuicultura (Fempa), se dirigen a las embarcaciones y tripulantes del plan de gestión que, de manera voluntaria, decidan atracar sus barcos y no trabajar en la captura de otras especies durante el mes de abril.",neutral
"El vicepresidente primero, Lope Afonso, ha dado cuenta de los acuerdos adoptados en las áreas de vivienda, sector primario y de deportes, entre ellos una subvención de 833.000 euros para el apoyo a la viabilidad de los clubes de deportes autóctonos, para la promoción, recuperación y desarrollo de estas disciplinas tradicionales.",neutral
"En el ámbito pesquero, el Consejo aprobó una subvención de 300.000 euros para apoyar a las empresas que comercializan túnidos capturados de manera artesanal, reforzando así la sostenibilidad del sector.",positivo
"""Durante los últimos años, la compañía impulsó diversos procesos de reingeniería y mejoras de eficiencia para mantener la producción local.",neutral
"En 1940, por su crecimiento, la empresa se trasladó a Santiago.",neutral
"El crecimiento siguió y Fensa terminó trasladando su planta a Maipú, incorporándose a la Compañía Tecno Industrial (CTI) y empezó a elaborar los primeros refrigeradores, cocinas, lavadoras y cilindros de gas licuado.",positivo
"Recuerda asimismo, respecto a su situación procesal, que un reciente auto del Tribunal Superior de Justicia excluye su responsabilidad “de forma completa en su vertiente omisiva, al no ostentar la posición de garante”, y tampoco “aprecia indicios de delito en la acción del aforado en una eventual participación activa”.",neutral
"Cerrado desde el 1 de marzo de 2025, el establecimiento afronta una intervención valorada en 12,3 millones de euros, de los que 3,8 millones serán aportados por Paradores y 8,5 millones por Turespaña con financiación del Plan de Recuperación, Transformación y Resiliencia.",neutral
"Los trabajos incluyen la recuperación de galerías abovedadas en el Palacio Nuevo del siglo XVI, la restauración del acceso al palacio, la mejora de la iluminación monumental, la renovación integral de la cubierta y la creación de nuevos espacios como una suite, una habitación adicional y la futura Oficina de Turismo del Ayuntamiento de Oropesa.",neutral
"Runway Fund se trata de encontrar a las personas y a los equipos emergentes que comparten esa creencia y brindarles todas las ventajas posibles”, dijo en un comunicado el cofundador y director de innovación de Runway, Alejandro Matamala.",neutral
"Con un tamaño inicial de US$ 10 millones, el fondo busca respaldar a “la próxima generación de empresas” que desarrollan soluciones en los ámbitos de la IA, medios y la simulación del mundo.",neutral
"En entrevistas previas con DF, tanto Matamala como el CEO y cofundador, Cristóbal Valenzuela, habían hablado de este fondo y, a septiembre de 2025, ya habían invertido en una docena de startups.",neutral
"Bogotá (EFE).- El Banco de la República (autoridad monetaria) de Colombia aprobó este martes una subida de cien puntos básicos en la tasa de interés, que fue fijada en el 11,25 % ante las presiones inflacionarias, en una tensa reunión de la cual se retiró el ministro de Hacienda, Germán Ávila, por no estar de acuerdo con esa propuesta.",negativo
